Date,BTC
42705.00,756.773987
42706.00,777.94397
42707.00,771.155029
42708.00,773.872009
42709.00,758.700012
42710.00,764.223999
42711.00,768.132019
42712.00,770.809998
42713.00,772.794006
42714.00,774.650024
42715.00,769.731018
42716.00,780.086975
42717.00,780.55603
42718.00,781.481018
42719.00,778.088013
42720.00,784.906982
42721.00,790.828979
42722.00,790.530029
42723.00,792.713989
42724.00,800.875977
42725.00,834.281006
42726.00,864.539978
42727.00,921.984009
42728.00,898.822021
42729.00,896.182983
42730.00,907.609985
42731.00,933.197998
42732.00,975.921021
42733.00,973.497009
42734.00,961.237976
42735.00,963.742981
42736.00,998.325012
42737.00,1021.75
42738.00,1043.839966
42739.00,1154.72998
42740.00,1013.380005
42741.00,902.200989
42742.00,908.585022
42743.00,911.198975
42744.00,902.828003
42745.00,907.679016
42746.00,777.757019
42747.00,804.833984
42748.00,823.984009
42749.00,818.411987
42750.00,821.797974
42751.00,831.533997
42752.00,907.937988
42753.00,886.617981
42754.00,899.072998
42755.00,895.026001
42756.00,921.789001
42757.00,924.672974
42758.00,921.012024
42759.00,892.687012
42760.00,901.541992
42761.00,917.585999
42762.00,919.75
42763.00,921.590027
42764.00,919.495972
42765.00,920.382019
42766.00,970.403015
42767.00,989.02301
42768.00,1011.799988
42769.00,1029.910034
42770.00,1042.900024
42771.00,1027.339966
42772.00,1038.150024
42773.00,1061.349976
42774.00,1063.069946
42775.00,994.382996
42776.00,988.674011
42777.00,1004.450012
42778.00,999.18103
42779.00,990.642029
42780.00,1004.549988
42781.00,1007.47998
42782.00,1027.439941
42783.00,1046.209961
42784.00,1054.420044
42785.00,1047.869995
42786.00,1079.97998
42787.00,1115.300049
42788.00,1117.439941
42789.00,1166.719971
42790.00,1173.680054
42791.00,1143.839966
42792.00,1165.199951
42793.00,1179.969971
42794.00,1179.969971
42795.00,1222.5
42796.00,1251.01001
42797.00,1274.98999
42798.00,1255.150024
42799.00,1267.119995
42800.00,1272.829956
42801.00,1223.540039
42802.00,1150
42803.00,1188.48999
42804.00,1116.719971
42805.00,1175.829956
42806.00,1221.380005
42807.00,1231.920044
42808.00,1240
42809.00,1249.609985
42810.00,1187.810059
42811.00,1100.22998
42812.00,973.817993
42813.00,1036.73999
42814.00,1054.22998
42815.00,1120.540039
42816.00,1049.140015
42817.00,1038.589966
42818.00,937.52002
42819.00,972.778992
42820.00,966.724976
42821.00,1045.77002
42822.00,1047.150024
42823.00,1039.969971
42824.00,1026.430054
42825.00,1071.790039
42826.00,1080.5
42827.00,1102.170044
42828.00,1143.810059
42829.00,1133.25
42830.00,1124.780029
42831.00,1182.680054
42832.00,1176.900024
42833.00,1175.949951
42834.00,1187.869995
42835.00,1187.130005
42836.00,1205.01001
42837.00,1200.369995
42838.00,1169.280029
42839.00,1167.540039
42840.00,1172.52002
42841.00,1182.939941
42842.00,1193.910034
42843.00,1211.670044
42844.00,1210.290039
42845.00,1229.079956
42846.00,1222.050049
42847.00,1231.709961
42848.00,1207.209961
42849.00,1250.150024
42850.00,1265.48999
42851.00,1281.079956
42852.00,1317.72998
42853.00,1316.47998
42854.00,1321.790039
42855.00,1347.890015
42856.00,1421.599976
42857.00,1452.819946
42858.00,1490.089966
42859.00,1537.670044
42860.00,1555.449951
42861.00,1578.800049
42862.00,1596.709961
42863.00,1723.349976
42864.00,1755.359985
42865.00,1787.130005
42866.00,1848.569946
42867.00,1724.23999
42868.00,1804.910034
42869.00,1808.910034
42870.00,1738.430054
42871.00,1734.449951
42872.00,1839.089966
42873.00,1888.650024
42874.00,1987.709961
42875.00,2084.72998
42876.00,2041.199951
42877.00,2173.399902
42878.00,2320.419922
42879.00,2443.639893
42880.00,2304.97998
42881.00,2202.419922
42882.00,2038.869995
42883.00,2155.800049
42884.00,2255.610107
42885.00,2175.469971
42886.00,2286.409912
42887.00,2407.879883
42888.00,2488.550049
42889.00,2515.350098
42890.00,2511.810059
42891.00,2686.810059
42892.00,2863.199951
42893.00,2732.159912
42894.00,2805.620117
42895.00,2823.810059
42896.00,2947.709961
42897.00,2958.110107
42898.00,2659.629883
42899.00,2717.02002
42900.00,2506.370117
42901.00,2464.580078
42902.00,2518.560059
42903.00,2655.879883
42904.00,2548.290039
42905.00,2589.600098
42906.00,2721.790039
42907.00,2689.100098
42908.00,2705.409912
42909.00,2744.909912
42910.00,2608.719971
42911.00,2589.409912
42912.00,2478.449951
42913.00,2552.449951
42914.00,2574.790039
42915.00,2539.320068
42916.00,2480.840088
42917.00,2434.550049
42918.00,2506.469971
42919.00,2564.060059
42920.00,2601.639893
42921.00,2601.98999
42922.00,2608.560059
42923.00,2518.659912
42924.00,2571.340088
42925.00,2518.439941
42926.00,2372.560059
42927.00,2337.790039
42928.00,2398.840088
42929.00,2357.899902
42930.00,2233.340088
42931.00,1998.859985
42932.00,1929.819946
42933.00,2228.409912
42934.00,2318.879883
42935.00,2273.429932
42936.00,2817.600098
42937.00,2667.76001
42938.00,2810.120117
42939.00,2730.399902
42940.00,2754.860107
42941.00,2576.47998
42942.00,2529.449951
42943.00,2671.780029
42944.00,2809.01001
42945.00,2726.449951
42946.00,2757.179932
42947.00,2875.340088
42948.00,2718.26001
42949.00,2710.669922
42950.00,2804.72998
42951.00,2895.889893
42952.00,3252.909912
42953.00,3213.939941
42954.00,3378.939941
42955.00,3419.939941
42956.00,3342.469971
42957.00,3381.280029
42958.00,3650.620117
42959.00,3884.709961
42960.00,4073.26001
42961.00,4325.129883
42962.00,4181.930176
42963.00,4376.629883
42964.00,4331.689941
42965.00,4160.620117
42966.00,4193.700195
42967.00,4087.659912
42968.00,4001.73999
42969.00,4100.52002
42970.00,4151.52002
42971.00,4334.680176
42972.00,4371.600098
42973.00,4352.399902
42974.00,4382.879883
42975.00,4382.660156
42976.00,4579.02002
42977.00,4565.299805
42978.00,4703.390137
42979.00,4892.009766
42980.00,4578.77002
42981.00,4582.959961
42982.00,4236.310059
42983.00,4376.529785
42984.00,4597.120117
42985.00,4599.879883
42986.00,4228.75
42987.00,4226.060059
42988.00,4122.939941
42989.00,4161.27002
42990.00,4130.810059
42991.00,3882.590088
42992.00,3154.949951
42993.00,3637.52002
42994.00,3625.040039
42995.00,3582.879883
42996.00,4065.199951
42997.00,3924.969971
42998.00,3905.949951
42999.00,3631.040039
43000.00,3630.699951
43001.00,3792.399902
43002.00,3682.840088
43003.00,3926.070068
43004.00,3892.350098
43005.00,4200.669922
43006.00,4174.72998
43007.00,4163.069824
43008.00,4338.709961
43009.00,4403.740234
43010.00,4409.319824
43011.00,4317.47998
43012.00,4229.359863
43013.00,4328.410156
43014.00,4370.810059
43015.00,4426.890137
43016.00,4610.47998
43017.00,4772.02002
43018.00,4781.990234
43019.00,4826.47998
43020.00,5446.910156
43021.00,5647.209961
43022.00,5831.790039
43023.00,5678.189941
43024.00,5725.589844
43025.00,5605.509766
43026.00,5590.689941
43027.00,5708.52002
43028.00,6011.450195
43029.00,6031.600098
43030.00,6008.419922
43031.00,5930.319824
43032.00,5526.640137
43033.00,5750.799805
43034.00,5904.830078
43035.00,5780.899902
43036.00,5753.089844
43037.00,6153.850098
43038.00,6130.529785
43039.00,6468.399902
43040.00,6767.310059
43041.00,7078.5
43042.00,7207.759766
43043.00,7379.950195
43044.00,7407.410156
43045.00,7022.759766
43046.00,7144.379883
43047.00,7459.689941
43048.00,7143.580078
43049.00,6618.140137
43050.00,6357.600098
43051.00,5950.069824
43052.00,6559.490234
43053.00,6635.75
43054.00,7315.540039
43055.00,7871.689941
43056.00,7708.990234
43057.00,7790.149902
43058.00,8036.490234
43059.00,8200.639648
43060.00,8071.259766
43061.00,8253.549805
43062.00,8038.77002
43063.00,8253.69043
43064.00,8790.919922
43065.00,9330.549805
43066.00,9818.349609
43067.00,10058.79981
43068.00,9888.610352
43069.00,10233.59961
43070.00,10975.59961
43071.00,11074.59961
43072.00,11323.2002
43073.00,11657.2002
43074.00,11916.7002
43075.00,14291.5
43076.00,17899.69922
43077.00,16569.40039
43078.00,15178.2002
43079.00,15455.40039
43080.00,16936.80078
43081.00,17415.40039
43082.00,16408.19922
43083.00,16564
43084.00,17706.90039
43085.00,19497.40039
43086.00,19140.80078
43087.00,19114.19922
43088.00,17776.69922
43089.00,16624.59961
43090.00,15802.90039
43091.00,13831.79981
43092.00,14699.2002
43093.00,13925.79981
43094.00,14026.59961
43095.00,16099.79981
43096.00,15838.5
43097.00,14606.5
43098.00,14656.2002
43099.00,12952.2002
43100.00,14156.40039
43101.00,13657.2002
43102.00,14982.09961
43103.00,15201
43104.00,15599.2002
43105.00,17429.5
43106.00,17527
43107.00,16477.59961
43108.00,15170.09961
43109.00,14595.40039
43110.00,14973.29981
43111.00,13405.79981
43112.00,13980.59961
43113.00,14360.2002
43114.00,13772
43115.00,13819.79981
43116.00,11490.5
43117.00,11188.59961
43118.00,11474.90039
43119.00,11607.40039
43120.00,12899.2002
43121.00,11600.09961
43122.00,10931.40039
43123.00,10868.40039
43124.00,11359.40039
43125.00,11259.40039
43126.00,11171.40039
43127.00,11440.7002
43128.00,11786.29981
43129.00,11296.40039
43130.00,10106.29981
43131.00,10221.09961
43132.00,9170.540039
43133.00,8830.75
43134.00,9174.910156
43135.00,8277.009766
43136.00,6955.27002
43137.00,7754
43138.00,7621.299805
43139.00,8265.589844
43140.00,8736.980469
43141.00,8621.900391
43142.00,8129.970215
43143.00,8926.570313
43144.00,8598.30957
43145.00,9494.629883
43146.00,10166.40039
43147.00,10233.90039
43148.00,11112.7002
43149.00,10551.79981
43150.00,11225.29981
43151.00,11403.7002
43152.00,10690.40039
43153.00,10005
43154.00,10301.09961
43155.00,9813.070313
43156.00,9664.730469
43157.00,10366.7002
43158.00,10725.59961
43159.00,10397.90039
43160.00,10951
43161.00,11086.40039
43162.00,11489.7002
43163.00,11512.59961
43164.00,11573.29981
43165.00,10779.90039
43166.00,9965.570313
43167.00,9395.009766
43168.00,9337.549805
43169.00,8866
43170.00,9578.629883
43171.00,9205.120117
43172.00,9194.849609
43173.00,8269.80957
43174.00,8300.860352
43175.00,8338.349609
43176.00,7916.879883
43177.00,8223.679688
43178.00,8630.650391
43179.00,8913.469727
43180.00,8929.280273
43181.00,8728.469727
43182.00,8879.620117
43183.00,8668.120117
43184.00,8495.780273
43185.00,8209.400391
43186.00,7833.040039
43187.00,7954.47998
43188.00,7165.700195
43189.00,6890.52002
43190.00,6973.529785
43191.00,6844.22998
43192.00,7083.799805
43193.00,7456.109863
43194.00,6853.839844
43195.00,6811.470215
43196.00,6636.319824
43197.00,6911.089844
43198.00,7023.52002
43199.00,6770.72998
43200.00,6834.759766
43201.00,6968.319824
43202.00,7889.25
43203.00,7895.959961
43204.00,7986.240234
43205.00,8329.110352
43206.00,8058.669922
43207.00,7902.089844
43208.00,8163.419922
43209.00,8294.30957
43210.00,8845.830078
43211.00,8895.580078
43212.00,8802.459961
43213.00,8930.879883
43214.00,9697.5
43215.00,8845.740234
43216.00,9281.509766
43217.00,8987.049805
43218.00,9348.480469
43219.00,9419.080078
43220.00,9240.549805
43221.00,9119.009766
43222.00,9235.919922
43223.00,9743.860352
43224.00,9700.759766
43225.00,9858.150391
43226.00,9654.799805
43227.00,9373.009766
43228.00,9234.820313
43229.00,9325.179688
43230.00,9043.94043
43231.00,8441.490234
43232.00,8504.889648
43233.00,8723.94043
43234.00,8716.790039
43235.00,8510.379883
43236.00,8368.830078
43237.00,8094.319824
43238.00,8250.969727
43239.00,8247.179688
43240.00,8513.25
43241.00,8418.990234
43242.00,8041.779785
43243.00,7557.819824
43244.00,7587.339844
43245.00,7480.140137
43246.00,7355.879883
43247.00,7368.220215
43248.00,7135.990234
43249.00,7472.589844
43250.00,7406.52002
43251.00,7494.169922
43252.00,7541.450195
43253.00,7643.450195
43254.00,7720.25
43255.00,7514.470215
43256.00,7633.759766
43257.00,7653.97998
43258.00,7678.240234
43259.00,7624.919922
43260.00,7531.97998
43261.00,6786.02002
43262.00,6906.919922
43263.00,6582.359863
43264.00,6349.899902
43265.00,6675.350098
43266.00,6456.580078
43267.00,6550.160156
43268.00,6499.27002
43269.00,6734.819824
43270.00,6769.939941
43271.00,6776.549805
43272.00,6729.740234
43273.00,6083.689941
43274.00,6162.47998
43275.00,6173.22998
43276.00,6249.180176
43277.00,6093.669922
43278.00,6157.129883
43279.00,5903.439941
43280.00,6218.299805
43281.00,6404
43282.00,6385.819824
43283.00,6614.180176
43284.00,6529.589844
43285.00,6597.549805
43286.00,6639.140137
43287.00,6673.5
43288.00,6856.930176
43289.00,6773.879883
43290.00,6741.75
43291.00,6329.950195
43292.00,6394.709961
43293.00,6228.810059
43294.00,6238.049805
43295.00,6276.120117
43296.00,6359.640137
43297.00,6741.75
43298.00,7321.040039
43299.00,7370.779785
43300.00,7466.859863
43301.00,7354.129883
43302.00,7419.290039
43303.00,7418.490234
43304.00,7711.109863
43305.00,8424.269531
43306.00,8181.390137
43307.00,7951.580078
43308.00,8165.009766
43309.00,8192.150391
43310.00,8218.459961
43311.00,8180.47998
43312.00,7780.439941
43313.00,7624.910156
43314.00,7567.149902
43315.00,7434.390137
43316.00,7032.850098
43317.00,7068.47998
43318.00,6951.799805
43319.00,6753.120117
43320.00,6305.799805
43321.00,6568.22998
43322.00,6184.709961
43323.00,6295.72998
43324.00,6322.689941
43325.00,6297.569824
43326.00,6199.709961
43327.00,6308.52002
43328.00,6334.72998
43329.00,6580.629883
43330.00,6423.759766
43331.00,6506.069824
43332.00,6308.529785
43333.00,6488.759766
43334.00,6376.709961
43335.00,6534.879883
43336.00,6719.959961
43337.00,6763.189941
43338.00,6707.259766
43339.00,6884.640137
43340.00,7096.279785
43341.00,7047.160156
43342.00,6978.22998
43343.00,7037.580078
43344.00,7193.25
43345.00,7272.720215
43346.00,7260.060059
43347.00,7361.660156
43348.00,6792.830078
43349.00,6529.169922
43350.00,6467.069824
43351.00,6225.97998
43352.00,6300.859863
43353.00,6329.700195
43354.00,6321.200195
43355.00,6351.799805
43356.00,6517.310059
43357.00,6512.709961
43358.00,6543.200195
43359.00,6517.180176
43360.00,6281.200195
43361.00,6371.299805
43362.00,6398.540039
43363.00,6519.669922
43364.00,6734.950195
43365.00,6721.97998
43366.00,6710.629883
43367.00,6595.410156
43368.00,6446.470215
43369.00,6495
43370.00,6676.75
43371.00,6644.129883
43372.00,6601.959961
43373.00,6625.560059
43374.00,6589.620117
43375.00,6556.100098
43376.00,6502.589844
43377.00,6576.689941
43378.00,6622.47998
43379.00,6588.310059
43380.00,6602.950195
43381.00,6652.22998
43382.00,6642.640137
43383.00,6585.529785
43384.00,6256.240234
43385.00,6274.580078
43386.00,6285.990234
43387.00,6290.930176
43388.00,6596.540039
43389.00,6596.109863
43390.00,6544.430176
43391.00,6476.709961
43392.00,6465.410156
43393.00,6489.189941
43394.00,6482.350098
43395.00,6487.160156
43396.00,6475.740234
43397.00,6495.839844
43398.00,6476.290039
43399.00,6474.75
43400.00,6480.379883
43401.00,6486.390137
43402.00,6332.629883
43403.00,6334.27002
43404.00,6317.609863
43405.00,6377.779785
43406.00,6388.439941
43407.00,6361.259766
43408.00,6376.129883
43409.00,6419.660156
43410.00,6461.009766
43411.00,6530.140137
43412.00,6453.720215
43413.00,6385.620117
43414.00,6409.220215
43415.00,6411.27002
43416.00,6371.27002
43417.00,6359.490234
43418.00,5738.350098
43419.00,5648.029785
43420.00,5575.549805
43421.00,5554.330078
43422.00,5623.540039
43423.00,4871.490234
43424.00,4451.870117
43425.00,4602.169922
43426.00,4365.939941
43427.00,4347.109863
43428.00,3880.76001
43429.00,4009.969971
43430.00,3779.129883
43431.00,3820.719971
43432.00,4257.419922
43433.00,4278.84668
43434.00,4017.268555
43435.00,4214.671875
43436.00,4139.87793
43437.00,3894.130859
43438.00,3956.893799
43439.00,3753.994873
43440.00,3521.101807
43441.00,3419.937256
43442.00,3476.114746
43443.00,3614.234375
43444.00,3502.656006
43445.00,3424.588135
43446.00,3486.950195
43447.00,3313.677246
43448.00,3242.484863
43449.00,3236.761719
43450.00,3252.839111
43451.00,3545.864746
43452.00,3696.059082
43453.00,3745.950684
43454.00,4134.441406
43455.00,3896.543701
43456.00,4014.182617
43457.00,3998.980225
43458.00,4078.599121
43459.00,3815.490723
43460.00,3857.297607
43461.00,3654.833496
43462.00,3923.918701
43463.00,3820.408691
43464.00,3865.952637
43465.00,3742.700439
43466.00,3843.52002
43467.00,3943.409424
43468.00,3836.741211
43469.00,3857.717529
43470.00,3845.19458
43471.00,4076.632568
43472.00,4025.248291
43473.00,4030.8479
43474.00,4035.296387
43475.00,3678.924561
43476.00,3687.365479
43477.00,3661.301025
43478.00,3552.953125
43479.00,3706.052246
43480.00,3630.675293
43481.00,3655.006836
43482.00,3678.563965
43483.00,3657.839355
43484.00,3728.568359
43485.00,3601.013672
43486.00,3576.032471
43487.00,3604.577148
43488.00,3585.123047
43489.00,3600.865479
43490.00,3599.765869
43491.00,3602.460449
43492.00,3583.96582
43493.00,3470.450439
43494.00,3448.116943
43495.00,3486.181641
43496.00,3457.792725
43497.00,3487.945313
43498.00,3521.060791
43499.00,3464.013428
43500.00,3459.154053
43501.00,3466.357422
43502.00,3413.767822
43503.00,3399.47168
43504.00,3666.780273
43505.00,3671.203613
43506.00,3690.188232
43507.00,3648.430664
43508.00,3653.528564
43509.00,3632.070557
43510.00,3616.880859
43511.00,3620.810791
43512.00,3629.787598
43513.00,3673.836182
43514.00,3915.714355
43515.00,3947.094482
43516.00,3999.820557
43517.00,3954.118164
43518.00,4005.526611
43519.00,4142.526855
43520.00,3810.42749
43521.00,3882.696289
43522.00,3854.35791
43523.00,3851.047363
43524.00,3854.7854
43525.00,3859.58374
43526.00,3864.415039
43527.00,3847.175781
43528.00,3761.557129
43529.00,3896.375
43530.00,3903.942627
43531.00,3911.484375
43532.00,3901.131592
43533.00,3963.313721
43534.00,3951.599854
43535.00,3905.227295
43536.00,3909.15625
43537.00,3906.717285
43538.00,3924.369141
43539.00,3960.911133
43540.00,4048.72583
43541.00,4025.229004
43542.00,4032.507324
43543.00,4071.190186
43544.00,4087.476318
43545.00,4029.326904
43546.00,4023.968262
43547.00,4035.826416
43548.00,4022.168213
43549.00,3963.070557
43550.00,3985.080811
43551.00,4087.066162
43552.00,4069.107178
43553.00,4098.374512
43554.00,4106.660156
43555.00,4105.404297
43556.00,4158.183105
43557.00,4879.87793
43558.00,4973.021973
43559.00,4922.798828
43560.00,5036.681152
43561.00,5059.817383
43562.00,5198.896973
43563.00,5289.770996
43564.00,5204.958496
43565.00,5324.551758
43566.00,5064.487793
43567.00,5089.539063
43568.00,5096.586426
43569.00,5167.722168
43570.00,5067.108398
43571.00,5235.55957
43572.00,5251.937988
43573.00,5298.385742
43574.00,5303.8125
43575.00,5337.88623
43576.00,5314.53125
43577.00,5399.365234
43578.00,5572.362305
43579.00,5464.866699
43580.00,5210.515625
43581.00,5279.348145
43582.00,5268.291016
43583.00,5285.13916
43584.00,5247.352539
43585.00,5350.726563
43586.00,5402.697266
43587.00,5505.283691
43588.00,5768.289551
43589.00,5831.16748
43590.00,5795.708496
43591.00,5746.807129
43592.00,5829.501465
43593.00,5982.45752
43594.00,6174.528809
43595.00,6378.849121
43596.00,7204.771484
43597.00,6972.371582
43598.00,7814.915039
43599.00,7994.416016
43600.00,8205.167969
43601.00,7884.90918
43602.00,7343.895508
43603.00,7271.208008
43604.00,8197.689453
43605.00,7978.309082
43606.00,7963.327637
43607.00,7680.066406
43608.00,7881.84668
43609.00,7987.371582
43610.00,8052.543945
43611.00,8673.21582
43612.00,8805.77832
43613.00,8719.961914
43614.00,8659.487305
43615.00,8319.472656
43616.00,8574.501953
43617.00,8564.016602
43618.00,8742.958008
43619.00,8208.995117
43620.00,7707.770996
43621.00,7824.231445
43622.00,7822.023438
43623.00,8043.951172
43624.00,7954.12793
43625.00,7688.077148
43626.00,8000.32959
43627.00,7927.714355
43628.00,8145.857422
43629.00,8230.923828
43630.00,8693.833008
43631.00,8838.375
43632.00,8994.488281
43633.00,9320.352539
43634.00,9081.762695
43635.00,9273.521484
43636.00,9527.160156
43637.00,10144.55664
43638.00,10701.69141
43639.00,10855.37109
